Nivel,Tema,Concepto,Ejercicio
"12","Tools, skills y disclosure","Progressive disclosure","Observa descubrir, activar y ejecutar recursos y cita una marca visible. ¿Qué debe volver a comprobarse al transferir progressive disclosure a otro caso?"
"12","Loops, estado y parada","Agent loop","Observa objetivo, observar, decidir, actuar y terminar y cita una marca visible. ¿Qué decisión sobre agent loop está respaldada por las tres etapas?"
"12","Loops, estado y parada","Agent loop","Observa objetivo, observar, decidir, actuar y terminar y cita una marca visible. ¿Qué debe volver a comprobarse al transferir agent loop a otro caso?"
"12","Loops, estado y parada","Familia de loops","Observa execution, tool-use, retrieval, verification, approval y recovery y cita una marca visible. ¿Qué decisión sobre familia de loops está respaldada por las tres etapas?"
"12","Loops, estado y parada","Familia de loops","Observa execution, tool-use, retrieval, verification, approval y recovery y cita una marca visible. ¿Qué debe volver a comprobarse al transferir familia de loops a otro caso?"
"12","Loops, estado y parada","Contexto, historial, estado y memoria","Observa contexto, historial, estado y memoria persistente y cita una marca visible. ¿Qué decisión sobre contexto, historial, estado y memoria está respaldada por las tres etapas?"
"12","Loops, estado y parada","Contexto, historial, estado y memoria","Observa contexto, historial, estado y memoria persistente y cita una marca visible. ¿Qué debe volver a comprobarse al transferir contexto, historial, estado y memoria a otro caso?"
"12","Loops, estado y parada","Criterios de parada y budgets","Observa máximo de turnos, costo, tiempo, tools y retries y cita una marca visible. ¿Qué decisión sobre criterios de parada y budgets está respaldada por las tres etapas?"
"12","Loops, estado y parada","Criterios de parada y budgets","Observa máximo de turnos, costo, tiempo, tools y retries y cita una marca visible. ¿Qué debe volver a comprobarse al transferir criterios de parada y budgets a otro caso?"
"12","Harness y entorno","Harness engineering","Observa instrucciones, contexto, tools, skills, loops y verificación y cita una marca visible. ¿Qué decisión sobre harness engineering está respaldada por las tres etapas?"
"12","Harness y entorno","Harness engineering","Observa instrucciones, contexto, tools, skills, loops y verificación y cita una marca visible. ¿Qué debe volver a comprobarse al transferir harness engineering a otro caso?"
"12","Harness y entorno","Environment engineering","Observa filesystem, terminal, Python, SQL, browser, git y APIs y cita una marca visible. ¿Qué decisión sobre environment engineering está respaldada por las tres etapas?"
"12","Harness y entorno","Environment engineering","Observa filesystem, terminal, Python, SQL, browser, git y APIs y cita una marca visible. ¿Qué debe volver a comprobarse al transferir environment engineering a otro caso?"
"12","Harness y entorno","Hooks, checkpoints y resumibilidad","Observa pre-hook, tool, post-hook, checkpoint y recuperación y cita una marca visible. ¿Qué decisión sobre hooks, checkpoints y resumibilidad está respaldada por las tres etapas?"
"12","Harness y entorno","Hooks, checkpoints y resumibilidad","Observa pre-hook, tool, post-hook, checkpoint y recuperación y cita una marca visible. ¿Qué debe volver a comprobarse al transferir hooks, checkpoints y resumibilidad a otro caso?"
"12","Harness y entorno","Reconstrucción de trayectoria","Observa eventos, tool calls, outputs, checks y decisiones y cita una marca visible. ¿Qué decisión sobre reconstrucción de trayectoria está respaldada por las tres etapas?"
"12","Harness y entorno","Reconstrucción de trayectoria","Observa eventos, tool calls, outputs, checks y decisiones y cita una marca visible. ¿Qué debe volver a comprobarse al transferir reconstrucción de trayectoria a otro caso?"
"12","Interoperabilidad y delegación","MCP e interoperabilidad","Observa cliente, servidor, tools, resources, schemas y permisos y cita una marca visible. ¿Qué decisión sobre mcp e interoperabilidad está respaldada por las tres etapas?"
"12","Interoperabilidad y delegación","MCP e interoperabilidad","Observa cliente, servidor, tools, resources, schemas y permisos y cita una marca visible. ¿Qué debe volver a comprobarse al transferir mcp e interoperabilidad a otro caso?"
"12","Interoperabilidad y delegación","Delegación y handoffs","Observa supervisor, especialista, contexto transferido y responsabilidad y cita una marca visible. ¿Qué decisión sobre delegación y handoffs está respaldada por las tres etapas?"
"12","Interoperabilidad y delegación","Delegación y handoffs","Observa supervisor, especialista, contexto transferido y responsabilidad y cita una marca visible. ¿Qué debe volver a comprobarse al transferir delegación y handoffs a otro caso?"
"12","Interoperabilidad y delegación","Límites multiagente","Observa costo, duplicación, pérdida de contexto y control y cita una marca visible. ¿Qué decisión sobre límites multiagente está respaldada por las tres etapas?"
"12","Interoperabilidad y delegación","Límites multiagente","Observa costo, duplicación, pérdida de contexto y control y cita una marca visible. ¿Qué debe volver a comprobarse al transferir límites multiagente a otro caso?"
"12","Interoperabilidad y delegación","Blueprint de sistema de IA trazable","Observa usuario, objetivo, harness, loop, verificación y traza y cita una marca visible. ¿Qué decisión sobre blueprint de sistema de ia trazable está respaldada por las tres etapas?"
"12","Interoperabilidad y delegación","Blueprint de sistema de IA trazable","Observa usuario, objetivo, harness, loop, verificación y traza y cita una marca visible. ¿Qué debe volver a comprobarse al transferir blueprint de sistema de ia trazable a otro caso?"
"13","Readiness operativo","Readiness operativo","Observa gate aprobado o procedimiento apagado y cita una marca visible. ¿Qué conclusión guiada sobre readiness operativo conserva el alcance?"
"13","Readiness operativo","Readiness operativo","Observa gate aprobado o procedimiento apagado y cita una marca visible. ¿Qué exige transferir readiness operativo a otra decisión?"
"13","Readiness operativo","Baseline","Observa referencia simple frente a propuesta y cita una marca visible. ¿Qué conclusión guiada sobre baseline conserva el alcance?"
"13","Readiness operativo","Baseline","Observa referencia simple frente a propuesta y cita una marca visible. ¿Qué exige transferir baseline a otra decisión?"
"13","Readiness operativo","Rollback","Observa señal, estado seguro y verificación y cita una marca visible. ¿Qué conclusión guiada sobre rollback conserva el alcance?"
"13","Readiness operativo","Rollback","Observa señal, estado seguro y verificación y cita una marca visible. ¿Qué exige transferir rollback a otra decisión?"
"13","Readiness operativo","Aprobación humana","Observa evidencia, autoridad y poder de detener y cita una marca visible. ¿Qué conclusión guiada sobre aprobación humana conserva el alcance?"
"13","Readiness operativo","Aprobación humana","Observa evidencia, autoridad y poder de detener y cita una marca visible. ¿Qué exige transferir aprobación humana a otra decisión?"
"13","Monitoreo","Data drift","Observa distribuciones de referencia y periodo actual y cita una marca visible. ¿Qué conclusión guiada sobre data drift conserva el alcance?"
"13","Monitoreo","Data drift","Observa distribuciones de referencia y periodo actual y cita una marca visible. ¿Qué exige transferir data drift a otra decisión?"
"13","Monitoreo","Performance drift","Observa error observado a través del tiempo y cita una marca visible. ¿Qué conclusión guiada sobre performance drift conserva el alcance?"
"13","Monitoreo","Performance drift","Observa error observado a través del tiempo y cita una marca visible. ¿Qué exige transferir performance drift a otra decisión?"
"13","Monitoreo","Calibration drift","Observa score frente a frecuencia por periodo y cita una marca visible. ¿Qué conclusión guiada sobre calibration drift conserva el alcance?"
"13","Monitoreo","Calibration drift","Observa score frente a frecuencia por periodo y cita una marca visible. ¿Qué exige transferir calibration drift a otra decisión?"
"13","Monitoreo","Umbral de alerta","Observa banda, persistencia y escalamiento y cita una marca visible. ¿Qué conclusión guiada sobre umbral de alerta conserva el alcance?"
"13","Monitoreo","Umbral de alerta","Observa banda, persistencia y escalamiento y cita una marca visible. ¿Qué exige transferir umbral de alerta a otra decisión?"
"13","Respuesta a incidentes","Triage","Observa severidad, alcance y reversibilidad y cita una marca visible. ¿Qué conclusión guiada sobre triage conserva el alcance?"
"13","Respuesta a incidentes","Triage","Observa severidad, alcance y reversibilidad y cita una marca visible. ¿Qué exige transferir triage a otra decisión?"
"13","Respuesta a incidentes","Impacto","Observa afectados, consecuencia, magnitud y duración y cita una marca visible. ¿Qué conclusión guiada sobre impacto conserva el alcance?"
"13","Respuesta a incidentes","Impacto","Observa afectados, consecuencia, magnitud y duración y cita una marca visible. ¿Qué exige transferir impacto a otra decisión?"
"13","Respuesta a incidentes","Rollback operativo","Observa pasos, responsables y comprobación y cita una marca visible. ¿Qué conclusión guiada sobre rollback operativo conserva el alcance?"
"13","Respuesta a incidentes","Rollback operativo","Observa pasos, responsables y comprobación y cita una marca visible. ¿Qué exige transferir rollback operativo a otra decisión?"
"13","Respuesta a incidentes","Postmortem","Observa hechos, controles y acciones sistémicas y cita una marca visible. ¿Qué conclusión guiada sobre postmortem conserva el alcance?"
"13","Respuesta a incidentes","Postmortem","Observa hechos, controles y acciones sistémicas y cita una marca visible. ¿Qué exige transferir postmortem a otra decisión?"
"13","Entrega responsable","Model card","Observa propósito, datos, métricas y límites y cita una marca visible. ¿Qué conclusión guiada sobre model card conserva el alcance?"
"13","Entrega responsable","Model card","Observa propósito, datos, métricas y límites y cita una marca visible. ¿Qué exige transferir model card a otra decisión?"
"13","Entrega responsable","Runbook","Observa señal, acción, detención y escalamiento y cita una marca visible. ¿Qué conclusión guiada sobre runbook conserva el alcance?"
"13","Entrega responsable","Runbook","Observa señal, acción, detención y escalamiento y cita una marca visible. ¿Qué exige transferir runbook a otra decisión?"
"13","Entrega responsable","Audit log","Observa evento, momento, actor, versión y motivo y cita una marca visible. ¿Qué conclusión guiada sobre audit log conserva el alcance?"
"13","Entrega responsable","Audit log","Observa evento, momento, actor, versión y motivo y cita una marca visible. ¿Qué exige transferir audit log a otra decisión?"
"13","Entrega responsable","Retiro","Observa desactivar, archivar, comunicar y verificar y cita una marca visible. ¿Qué conclusión guiada sobre retiro conserva el alcance?"
"13","Entrega responsable","Retiro","Observa desactivar, archivar, comunicar y verificar y cita una marca visible. ¿Qué exige transferir retiro a otra decisión?"
