question_id,level,block_id,concept_ids,difficulty,stem,visual_asset,option_a,option_b,option_c,option_d,correct_option,feedback_correct,feedback_wrong,repasar_tags
L11Q05,11,packaging,runtime-artifact,11,"Diagnóstico de Nivel 11 (Empaquetado y entornos). El objetivo es ""Aplicar runtime y artefacto y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de Runtime y artefacto?",,"Dar por válido runtime y artefacto sin reconciliar las marcas visibles, la unidad y el límite del procedimiento.",Cambiar la unidad de análisis para que la respuesta parezca más clara.,"Usar runtime y artefacto para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Aceptar una conclusión automática aunque exceda los datos disponibles.,C,Correcto: conecta Runtime y artefacto con una acción observable y evidencia verificable.,"Repasa Empaquetado y entornos: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L11:packaging;runtime-artifact
L11Q06,11,continuous-delivery,ci-cd,11,"Diagnóstico de Nivel 11 (Integración y entrega continua). El objetivo es ""Aplicar ci frente a cd y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de CI frente a CD?",,"Dar por válido ci frente a cd sin reconciliar las marcas visibles, la unidad y el límite del procedimiento.",Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,"Usar ci frente a cd para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",D,Correcto: conecta CI frente a CD con una acción observable y evidencia verificable.,"Repasa Integración y entrega continua: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L11:continuous-delivery;ci-cd
L12Q01,12,model-systems,model-boundary,12,"Diagnóstico de Nivel 12 (Del modelo al sistema). El objetivo es ""Aplicar modelo e inferencia y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de Modelo e inferencia?",,"Usar modelo e inferencia para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Llamar agente a cualquier chatbot o asumir que más autonomía produce un sistema mejor.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,A,Correcto: conecta Modelo e inferencia con una acción observable y evidencia verificable.,"Repasa Del modelo al sistema: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L12:model-systems;model-boundary
L12Q02,12,context-knowledge,context-assembly,12,"Diagnóstico de Nivel 12 (Contexto y conocimiento). El objetivo es ""Aplicar context assembly y compaction y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de Context assembly y compaction?",,Llamar agente a cualquier chatbot o asumir que más autonomía produce un sistema mejor.,"Usar context assembly y compaction para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,B,Correcto: conecta Context assembly y compaction con una acción observable y evidencia verificable.,"Repasa Contexto y conocimiento: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L12:context-knowledge;context-assembly
L12Q03,12,tools-skills-disclosure,tool-contract,12,"Diagnóstico de Nivel 12 (Tools, skills y disclosure). El objetivo es ""Aplicar contrato de tool y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de Contrato de tool?",,Llamar agente a cualquier chatbot o asumir que más autonomía produce un sistema mejor.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,"Usar contrato de tool para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Aceptar una conclusión automática aunque exceda los datos disponibles.,C,Correcto: conecta Contrato de tool con una acción observable y evidencia verificable.,"Repasa Tools, skills y disclosure: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L12:tools-skills-disclosure;tool-contract
L12Q04,12,loops-state-stop,agent-loop,12,"Diagnóstico de Nivel 12 (Loops, estado y parada). El objetivo es ""Aplicar agent loop y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de Agent loop?",,Llamar agente a cualquier chatbot o asumir que más autonomía produce un sistema mejor.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,"Usar agent loop para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",D,Correcto: conecta Agent loop con una acción observable y evidencia verificable.,"Repasa Loops, estado y parada: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L12:loops-state-stop;agent-loop
L12Q05,12,harness-environment,harness-engineering,12,"Diagnóstico de Nivel 12 (Harness y entorno). El objetivo es ""Aplicar harness engineering y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de Harness engineering?",,"Usar harness engineering para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Llamar agente a cualquier chatbot o asumir que más autonomía produce un sistema mejor.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,A,Correcto: conecta Harness engineering con una acción observable y evidencia verificable.,"Repasa Harness y entorno: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L12:harness-environment;harness-engineering
L12Q06,12,interop-delegation,mcp-interoperability,12,"Diagnóstico de Nivel 12 (Interoperabilidad y delegación). El objetivo es ""Aplicar mcp e interoperabilidad y justificar una decisión con evidencia verificable"". ¿Cuál respuesta demostraría dominio de MCP e interoperabilidad?",,Llamar agente a cualquier chatbot o asumir que más autonomía produce un sistema mejor.,"Usar mcp e interoperabilidad para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,B,Correcto: conecta MCP e interoperabilidad con una acción observable y evidencia verificable.,"Repasa Interoperabilidad y delegación: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L12:interop-delegation;mcp-interoperability
L13Q01,13,operational-readiness,operational-readiness,13,"Diagnóstico de Nivel 13 (Readiness operativo). El objetivo es ""Decidir si un sistema de IA trazable puede entrar en operación bajo límites explícitos"". ¿Cuál respuesta demostraría dominio de Readiness operativo?",,Convertir una salida exploratoria o una métrica aislada en una decisión automática.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,"Usar readiness operativo para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Aceptar una conclusión automática aunque exceda los datos disponibles.,C,Correcto: conecta Readiness operativo con una acción observable y evidencia verificable.,"Repasa Readiness operativo: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L13:operational-readiness;operational-readiness
L13Q02,13,operational-readiness,rollback,13,"Diagnóstico de Nivel 13 (Readiness operativo). El objetivo es ""Diseñar condición, estado seguro y verificación antes del incidente"". ¿Cuál respuesta demostraría dominio de Rollback?",,Convertir una salida exploratoria o una métrica aislada en una decisión automática.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,"Usar rollback para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",D,Correcto: conecta Rollback con una acción observable y evidencia verificable.,"Repasa Readiness operativo: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L13:operational-readiness;rollback
L13Q03,13,monitoring,performance-drift,13,"Diagnóstico de Nivel 13 (Monitoreo). El objetivo es ""Seguir deterioro con resultados confirmados y retraso explícito"". ¿Cuál respuesta demostraría dominio de Performance drift?",,"Usar performance drift para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Convertir una salida exploratoria o una métrica aislada en una decisión automática.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,A,Correcto: conecta Performance drift con una acción observable y evidencia verificable.,"Repasa Monitoreo: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L13:monitoring;performance-drift
L13Q04,13,incident-response,triage,13,"Diagnóstico de Nivel 13 (Respuesta a incidentes). El objetivo es ""Priorizar por daño, alcance y reversibilidad"". ¿Cuál respuesta demostraría dominio de Triage?",,Convertir una salida exploratoria o una métrica aislada en una decisión automática.,"Usar triage para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,B,Correcto: conecta Triage con una acción observable y evidencia verificable.,"Repasa Respuesta a incidentes: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L13:incident-response;triage
L13Q05,13,incident-response,operational-rollback,13,"Diagnóstico de Nivel 13 (Respuesta a incidentes). El objetivo es ""Ejecutar reversión con responsables y comprobación"". ¿Cuál respuesta demostraría dominio de Rollback operativo?",,Convertir una salida exploratoria o una métrica aislada en una decisión automática.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,"Usar rollback operativo para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",Aceptar una conclusión automática aunque exceda los datos disponibles.,C,Correcto: conecta Rollback operativo con una acción observable y evidencia verificable.,"Repasa Respuesta a incidentes: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L13:incident-response;operational-rollback
L13Q06,13,responsible-handoff,runbook,13,"Diagnóstico de Nivel 13 (Entrega responsable). El objetivo es ""Convertir señales en pasos verificables y escalamiento"". ¿Cuál respuesta demostraría dominio de Runbook?",,Convertir una salida exploratoria o una métrica aislada en una decisión automática.,Cambiar la unidad de análisis para que la respuesta parezca más clara.,Aceptar una conclusión automática aunque exceda los datos disponibles.,"Usar runbook para resolver la consigna, citando unidad, evidencia visible y límite de conclusión.",D,Correcto: conecta Runbook con una acción observable y evidencia verificable.,"Repasa Entrega responsable: la respuesta debe conservar unidad, evidencia, límite y el error común del concepto.",L13:responsible-handoff;runbook
